k1,k2,k3,cost,success,ier,mesg,X0,k_HO2_wall,k_OH_wall,S_HO2,S_OH
2.3111085926236535e-12,1.0176903391748382e-10,1.382255154523272e-12,1570439.877,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4458335226846.096,4.050855706372492,12.873704637865853,2.186448353431227e-10,3.82500951676013e-11
1.5750624429025251e-12,1.147465774440566e-10,1.3153071971253985e-12,1528626.68544,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4781814232853.233,5.229829887071894,6.955843653937095,2.433053251677587e-10,2.948931800190671e-11
1.31382261173539e-12,1.2147184220470739e-10,1.2168395001408976e-12,1526937.4074,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4931634589051.098,5.870351617595559,9.969750561345505,2.612516212973382e-10,2.6135836261733465e-11
1.7958546201666798e-12,1.1249564859052768e-10,1.3302331794356012e-12,1592895.83472,True,2,The relative error between two consecutive iterates is at most 0.000000,4754663564557.022,3.3823786130395295,9.931149527556373,2.2477080360547635e-10,3.230299700216494e-11
2.018208790762899e-12,1.208405350726596e-10,1.2732028682707414e-12,1588892.23041,True,2,The relative error between two consecutive iterates is at most 0.000000,4861236084388.541,3.7685460916588958,10.736291009545315,2.194413777757523e-10,3.303701055213256e-11
2.0222030623778703e-12,1.2105970059979585e-10,1.2644999793199533e-12,1553964.05713,True,2,The relative error between two consecutive iterates is at most 0.000000,4583791156546.688,5.151034605376213,11.044569755365254,2.336283374092346e-10,3.511397056077512e-11
1.7247707627059457e-12,1.2324711627958113e-10,1.2860835857432822e-12,1537749.97309,True,2,The relative error between two consecutive iterates is at most 0.000000,4560121716819.028,5.469267200816826,12.055406106102009,2.4908710092909544e-10,3.2532830296381975e-11
1.9805540165926715e-12,9.722833882215713e-11,1.7541369812897716e-12,1552608.03479,True,2,The relative error between two consecutive iterates is at most 0.000000,4428212480363.833,3.3132995624496724,10.177185867688838,2.3139822867369573e-10,3.547903374849674e-11
2.0512436535526342e-12,9.271496361093144e-11,9.754581954546677e-13,2009213.6194,True,2,The relative error between two consecutive iterates is at most 0.000000,3302661086693.0337,4.142215576490336,13.10157793776189,2.5434615373046774e-10,4.7447712333237755e-11
1.7891404829201904e-12,1.1117155502879059e-10,1.5279238679383089e-12,1539060.43684,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4573538931106.181,4.180234682228227,11.65784601514186,2.38922836820942e-10,3.289363016949762e-11
2.0719714853072417e-12,1.117721819812015e-10,1.6311489961586007e-12,1557812.91942,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4588634459542.54,3.4050337755465168,11.115872838439588,2.288329867568074e-10,3.536124526767e-11
2.0232395946393243e-12,1.1915408051165352e-10,1.598444915301891e-12,1559773.48359,True,2,The relative error between two consecutive iterates is at most 0.000000,4404061107828.698,4.085573623615461,11.668579114665953,2.4197966888441584e-10,3.6443716337515396e-11
1.5237267558847712e-12,9.792780585782808e-11,1.191995844691872e-12,1522643.39413,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4621588386016.078,6.0802693887143375,6.438443082018002,2.398573046716148e-10,2.9643416703123555e-11
2.1320038920537856e-12,1.1772624425034388e-10,1.5594870821279278e-12,1566486.94993,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4357762592508.3364,4.070471088918661,10.795377960877985,2.382090054672182e-10,3.7772067603652236e-11
1.7964011273929555e-12,1.0532841887474101e-10,1.3568187813118794e-12,1534215.69709,True,2,The relative error between two consecutive iterates is at most 0.000000,4619101251455.57,5.151497276459322,7.054982068340556,2.337265008683808e-10,3.2493496622341235e-11
1.7017910151315363e-12,1.395900780577746e-10,9.517236731588361e-13,1539136.4858,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4450219392755.726,7.25660875033364,7.392036777635535,2.643255520788314e-10,3.330124298130713e-11
1.8428966865978063e-12,1.0581030193373728e-10,1.4107824142204607e-12,1539492.63839,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4555863794493.246,4.5348257851167,10.091307957472118,2.328992000195839e-10,3.329463186963603e-11
1.6325998149189076e-12,9.831109086999196e-11,1.0648313510414113e-12,1540322.54454,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4904846635307.067,5.730737538496135,9.284102326805138,2.222080509344893e-10,2.947203689440147e-11
1.728475083181792e-12,1.4013601798282182e-10,1.6907525373329023e-12,1548255.10421,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4581950523833.608,3.730081708678145,9.104542844795926,2.5951948088896864e-10,3.27087476395039e-11
2.7128841571353e-12,9.39029459827308e-11,1.2977195126249087e-12,1663610.7041,True,2,The relative error between two consecutive iterates is at most 0.000000,3868701781064.8105,3.8822697452608645,11.756772913141083,2.2592129122665494e-10,4.71916376668281e-11
1.3546807081512813e-12,9.376018275563236e-11,1.4980927192897356e-12,1525665.51918,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4715727971384.863,4.67589748502454,11.197705938712042,2.4456037437273684e-10,2.7156492834773165e-11
1.5787934258934388e-12,9.303071359430149e-11,1.6187570458206485e-12,1532435.88434,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4480353481409.15,3.8185001930193168,13.620171433710775,2.397417038355095e-10,3.113704688792167e-11
1.8912353837531445e-12,1.0197409406423194e-10,1.7066287842675198e-12,1546097.27003,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4615856257361.083,3.462857895880611,13.777363704459363,2.3086602694737041e-10,3.373387872265914e-11
1.7343696392356984e-12,7.984908508604884e-11,1.4117051458093442e-12,1527750.62615,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4481227018957.553,4.951162969956292,13.075413662044774,2.2567925135934574e-10,3.240143420478655e-11
1.5974619728655166e-12,9.911583591112078e-11,1.3456257765118074e-12,1526211.93256,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4649742707681.425,5.097399576800816,9.929338636773133,2.363143831810887e-10,3.024984167149825e-11
1.7240073782822397e-12,9.884039096359489e-11,1.075247352725652e-12,1526423.4602,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4517918079076.532,6.711366933815752,6.428496719336,2.353701137542439e-10,3.2330973277987525e-11
1.476640877373689e-12,1.0413974275362112e-10,1.6329273939820594e-12,1525588.63425,True,2,The relative error between two consecutive iterates is at most 0.000000,4767324590814.507,3.975719043710876,14.151230420395237,2.4450954503632647e-10,2.864189531752231e-11
1.541490564856745e-12,1.193036640779086e-10,1.3684168491068272e-12,1539785.21897,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4706695608393.351,4.626472905780912,8.96672286623955,2.4864790846440755e-10,2.9699239427500465e-11
1.998665208836125e-12,1.1769130828625835e-10,1.3691699369009488e-12,1555005.58383,True,2,The relative error between two consecutive iterates is at most 0.000000,4711884648170.898,4.346044351922311,11.23601209969139,2.2809501190235821e-10,3.403885959237689e-11
1.7510373641707373e-12,9.333608715446331e-11,1.1118388174483002e-12,1551667.25495,True,2,The relative error between two consecutive iterates is at most 0.000000,4584788681453.235,5.234199276862412,7.696464434467341,2.2232705266879845e-10,3.228191030109476e-11
2.248715773121182e-12,1.2852562497231527e-10,1.4951212920891511e-12,1575812.82623,True,2,The relative error between two consecutive iterates is at most 0.000000,4537452844088.807,4.141196744512159,14.14346930988071,2.333876967412856e-10,3.762253268818713e-11
1.7588101959458044e-12,1.1368399782649108e-10,1.358146808747811e-12,1544700.55204,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4602341144931.502,4.525036681616772,11.049758033709617,2.3785945064170146e-10,3.235038914947166e-11
1.9193530741411083e-12,6.767342546830241e-11,1.529891360674244e-12,1533811.19857,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4403624445280.774,4.014513913989058,11.615295019195752,2.150243514070001e-10,3.4636159727329665e-11
2.2770342553837067e-12,1.0209976510682892e-10,1.194407802365588e-12,1587557.75799,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4764952343861.374,4.107840987766135,11.542215081630163,2.057474737297848e-10,3.5592065792222176e-11
1.4937334249406404e-12,1.1329455130117379e-10,1.2886965218726292e-12,1538869.74156,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4860604489001.843,4.8473092642540365,8.917281782301053,2.4192627891399983e-10,2.8301136745654103e-11
2.0672291826386307e-12,1.0397346307503317e-10,1.428494169970485e-12,1552121.95419,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4469459499887.566,4.7540350763167805,10.477442189998582,2.2947383356255927e-10,3.610192375521011e-11
1.6544866221616132e-12,1.224139624359908e-10,1.2906957899841857e-12,1533276.59812,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4653072838625.24,5.455492473512366,12.462880581798476,2.492184781483193e-10,3.1282270425813314e-11
1.7405091774914936e-12,8.185856898944831e-11,1.3242308418161133e-12,1526523.73806,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4594781379092.207,4.975037346713341,7.954812262902084,2.204788215273163e-10,3.1637571097583344e-11
2.2269244023354626e-12,1.4596323293924274e-10,1.3624709575261976e-12,1960517.82502,True,2,The relative error between two consecutive iterates is at most 0.000000,3069371087309.1445,3.715833820828217,15.134290889919978,2.988947181597215e-10,5.5661839861410607e-11
1.5503406931984402e-12,1.1429341752100969e-10,1.7141226025957338e-12,1539931.28364,True,2,The relative error between two consecutive iterates is at most 0.000000,4541809940392.275,3.3586633005443485,13.201128694971082,2.527059807284017e-10,3.0736895247619004e-11
1.6469532899016305e-12,9.97719202304347e-11,1.326662209160165e-12,1532675.83453,True,2,The relative error between two consecutive iterates is at most 0.000000,4721252330980.796,4.722295545830532,9.115360718365155,2.301648531787909e-10,3.032494900743534e-11
1.9150146051385697e-12,1.1986697214260064e-10,1.1616279722541108e-12,1553439.3102,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4754302384864.481,5.252466701033419,8.545627545087234,2.2935237405958766e-10,3.2876147544249177e-11
2.1044407086565173e-12,1.0533498566121984e-10,1.394634146399164e-12,1554342.29419,True,2,The relative error between two consecutive iterates is at most 0.000000,4490242408309.426,4.506257627863719,12.244005973090713,2.2673999418431313e-10,3.632540914625495e-11
1.66203965377473e-12,1.0709897663624987e-10,1.6971737717791371e-12,1534142.14588,True,2,The relative error between two consecutive iterates is at most 0.000000,4581173266965.9,3.8061191442444753,14.233281811040193,2.4427597822200225e-10,3.153846915626832e-11
1.7626898808584087e-12,1.0796068253910377e-10,1.1641616609382789e-12,1572286.64449,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4672872531564.013,4.636175036334484,10.192153204586559,2.2679164273480982e-10,3.178299001024345e-11
1.780417829144024e-12,1.2461765759559242e-10,1.821605192476051e-12,1550808.21453,True,2,The relative error between two consecutive iterates is at most 0.000000,4496213045456.82,3.570484093368545,11.968720720135146,2.5401047018221895e-10,3.3561520190920695e-11
1.8845362891461947e-12,9.27814480542547e-11,1.2273192848047627e-12,1549481.61426,True,2,The relative error between two consecutive iterates is at most 0.000000,4778774441940.122,4.523981656405417,10.3696721499642,2.1302319384146913e-10,3.2074769545341623e-11
2.057935284153059e-12,1.4082981226908848e-10,1.3322696432924305e-12,1983392.08077,True,2,The relative error between two consecutive iterates is at most 0.000000,3100237941124.5845,3.6221780124469958,13.961070332241952,2.9869555257716747e-10,5.187035784819859e-11
2.362629699199535e-12,1.0058090272506848e-10,1.4788261067100736e-12,1571328.15664,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4477560441159.396,3.9772998458644095,12.31723849651829,2.1872800120868258e-10,3.851625892446042e-11
2.399648843433142e-12,1.0657881880704057e-10,1.6011677672570006e-12,1579647.26231,True,2,The relative error between two consecutive iterates is at most 0.000000,4506151720696.154,3.2582236464812198,16.334851908454702,2.2007698201683874e-10,3.8657651024273596e-11
2.0516628212656683e-12,1.2093233477038244e-10,1.0867055269648896e-12,1556881.93838,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4631234919804.259,5.778033519766451,8.28902448842824,2.2915074246047716e-10,3.50116534741786e-11
1.3879602484564218e-12,1.1164884801976706e-10,1.6071603874626953e-12,1531744.4408,True,2,The relative error between two consecutive iterates is at most 0.000000,4766016633450.681,3.846585534699816,8.878896721257906,2.52768688399074e-10,2.759138812156195e-11
1.540384067525152e-12,1.1053254024743923e-10,1.1062910354701183e-12,1527855.08422,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4536117567200.541,6.392366109109453,6.8987125767218815,2.498237073758489e-10,3.0542005164006444e-11
1.7447168694719993e-12,1.2498868659763495e-10,1.6845474387776433e-12,1542164.53728,True,2,The relative error between two consecutive iterates is at most 0.000000,4707864180855.088,3.566748047141945,11.51845946799557,2.458858603227698e-10,3.1802289772559285e-11
1.437375563868836e-12,9.093566796271599e-11,1.7827834748814876e-12,1531730.99772,True,2,The relative error between two consecutive iterates is at most 0.000000,4525535659638.244,3.971999814577975,9.92130791204682,2.4753724296106647e-10,2.902879161574901e-11
1.659015463993103e-12,1.0817395500115512e-10,1.6702445092805245e-12,1533578.75952,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4786039548175.252,3.3722313865128464,12.269363211169564,2.361469622562206e-10,3.042301613776713e-11
1.6491539566712021e-12,8.331829461712222e-11,1.882498403763318e-12,1536658.69174,True,2,The relative error between two consecutive iterates is at most 0.000000,4604028947304.662,2.944471264660722,11.493694120856242,2.2949355953186423e-10,3.0775214605365804e-11
1.8098232649486153e-12,8.619285833346662e-11,1.0397385845092489e-12,1527042.91442,True,2,The relative error between two consecutive iterates is at most 0.000000,4569813506530.431,6.564681860730514,10.682075201043915,2.2182681348904708e-10,3.263552880521042e-11
1.7367699788913059e-12,1.1607386140968292e-10,1.4331226426178696e-12,1535487.63031,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4600902376466.174,4.980504152091052,9.226182490260152,2.4433899259508345e-10,3.2329225945468776e-11
1.362953415277918e-12,1.3549478664748234e-10,1.8669790257359993e-12,1537224.14419,True,2,The relative error between two consecutive iterates is at most 0.000000,4508271884450.538,3.8196060550595683,11.836338986970814,2.862659151844933e-10,2.929649892869768e-11
1.478864654250191e-12,8.990610321815248e-11,1.5625429654286102e-12,1524374.70164,True,2,The relative error between two consecutive iterates is at most 0.000000,4650537370281.654,4.352421026586937,9.211654175080398,2.371208291445783e-10,2.8871785393422072e-11
1.6826171571981894e-12,9.119726786980233e-11,1.4715382328758504e-12,1533428.41514,True,2,The relative error between two consecutive iterates is at most 0.000000,4372124013381.3354,4.613365103331446,9.92180718864061,2.3740830908934893e-10,3.283333710421286e-11
1.3454095544709003e-12,9.888618031612033e-11,1.5616547567420483e-12,1524374.91019,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4820986027892.607,4.431288485063052,9.821748274106591,2.460477690312399e-10,2.6553415258811377e-11
1.998555022609754e-12,1.4397814359522286e-10,1.487058045187078e-12,1566755.56518,True,2,The relative error between two consecutive iterates is at most 0.000000,4676020276673.338,4.006525921881118,10.508260772013243,2.4392956206675234e-10,3.452351724267571e-11
1.5723352517690177e-12,1.0228118653019821e-10,1.582377429666141e-12,1527085.56923,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4751338064419.26,4.09888927107242,10.245896369604534,2.380195551327154e-10,2.948404947830739e-11
1.1780163245966327e-12,7.208856257531398e-11,1.3358514846662824e-12,1544942.9744,True,2,The relative error between two consecutive iterates is at most 0.000000,4757887629695.864,5.8851697822633335,7.617311727527896,2.3619221142433895e-10,2.4295558394509406e-11
1.807915826599839e-12,7.977656704480527e-11,1.5759315499135047e-12,1532551.62769,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4446077212088.311,3.899442658548688,10.388203862099106,2.2381203144827832e-10,3.336039262569082e-11
2.108183472708905e-12,1.208463243101868e-10,1.1210059989266475e-12,1557679.85374,True,2,The relative error between two consecutive iterates is at most 0.000000,4585235791901.884,5.769080851438842,7.446123877369241,2.2965036499453663e-10,3.5785061243338544e-11
1.929882637967817e-12,8.277328802698348e-11,1.500975375570721e-12,1537806.77098,True,2,The relative error between two consecutive iterates is at most 0.000000,4548561631211.321,3.683638388315576,10.16390384631317,2.1630056934374638e-10,3.3861857775058165e-11
1.6898339501437605e-12,1.4297951726595186e-10,1.6322886924905413e-12,1547721.01157,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4479943032894.154,4.456601105477434,11.725471432115269,2.691063999827266e-10,3.328352445698723e-11
1.6682822639737805e-12,1.211160867785146e-10,1.881290083325497e-12,1540612.61908,True,2,The relative error between two consecutive iterates is at most 0.000000,4631831006229.412,2.8038917077515424,14.646133998930745,2.506115481850225e-10,3.149868926644107e-11
1.6244370612017728e-12,8.888111477029767e-11,1.7878331874334942e-12,1530358.5996,True,2,The relative error between two consecutive iterates is at most 0.000000,4578926392859.814,3.1763894080009214,13.16653309848603,2.334501196893586e-10,3.083748471586871e-11
2.070225661176779e-12,1.2695508778146974e-10,1.4778168573848282e-12,1564400.16489,True,2,The relative error between two consecutive iterates is at most 0.000000,4553678864579.899,4.018483932888094,12.726362479686136,2.366315545917646e-10,3.627518808402389e-11
1.9692782940407712e-12,1.000040859982392e-10,1.5348294441852387e-12,1547008.61681,True,2,The relative error between two consecutive iterates is at most 0.000000,4509309304310.864,4.326622832159463,11.26279714351073,2.2985702395357062e-10,3.4783945956756405e-11
1.9860154016840725e-12,9.838951964260435e-11,1.4940382406093277e-12,1546292.73458,True,2,The relative error between two consecutive iterates is at most 0.000000,4423423947422.618,4.388430169879925,10.711068450131608,2.302267012654978e-10,3.5565970087090363e-11
1.962110973943384e-12,1.160040935571469e-10,1.0742923819972319e-12,1544298.25781,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4471067931111.64,6.498259450641583,9.900465720848326,2.379032961597229e-10,3.5445410411954354e-11
1.7829555848264832e-12,1.2096136044245115e-10,1.5990799474665442e-12,1544323.38024,True,2,The relative error between two consecutive iterates is at most 0.000000,4508119838982.306,4.408507207736918,12.694376373206719,2.496763061653294e-10,3.353863314293442e-11
2.1118414914825395e-12,1.1578798787419681e-10,1.325596190332964e-12,1558784.16012,True,2,The relative error between two consecutive iterates is at most 0.000000,4405657537189.953,5.090845822905977,10.619684146858045,2.350700351140278e-10,3.712877952124808e-11
1.4854401238814659e-12,8.361749327275271e-11,1.5025990551451023e-12,1527145.85344,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4896396778255.091,4.058383183663652,12.87432656369756,2.2320491138999817e-10,2.7459386096052803e-11
1.9570060950280206e-12,1.3343308967798033e-10,1.4727519441000693e-12,1556537.33079,True,2,The relative error between two consecutive iterates is at most 0.000000,4637642085720.294,4.349309444002494,11.534358022622566,2.4277840650717564e-10,3.444488960205481e-11
2.1105585300809115e-12,1.0086939115526994e-10,1.450184004969325e-12,1553027.90281,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4498493546578.942,4.29900365126882,10.328062857645964,2.244059136625988e-10,3.622848289538433e-11
1.7026877172300477e-12,7.194578492363872e-11,1.2611738600269594e-12,1525537.07786,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4607020370454.597,5.099313769512,9.36494153600004,2.1413400170364033e-10,3.113351714994132e-11
1.941019258371912e-12,9.498725030928513e-11,1.6330040483701718e-12,1544819.70244,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4496262272186.664,3.7463764375096527,11.600593688862446,2.280721197752383e-10,3.466327963468792e-11
1.793455880893558e-12,1.1382274868971215e-10,1.6670943084246174e-12,1544112.95729,True,2,The relative error between two consecutive iterates is at most 0.000000,4452819669346.736,3.801584467207015,11.071910814472446,2.456044386898578e-10,3.373857798765141e-11
2.1305860447063735e-12,1.1677916884415205e-10,1.9487052267845284e-12,1582804.70322,True,2,The relative error between two consecutive iterates is at most 0.000000,4267017852530.2354,2.776204722912547,15.070630657253517,2.4501655458926347e-10,3.859808673784905e-11
1.8131568214234478e-12,1.1030411026424387e-10,1.1782292305863946e-12,1542736.90837,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4830989332624.361,5.335245743156454,13.373124117157705,2.2668125631658158e-10,3.1411703140776614e-11
1.3708110347178098e-12,1.0314799844093485e-10,1.3672384305374159e-12,1537232.55083,True,2,The relative error between two consecutive iterates is at most 0.000000,4960456873063.763,4.543799721665404,10.754479109431502,2.394374972945205e-10,2.6160072151894297e-11
1.4136774450831827e-12,1.0836566972149283e-10,1.2624782831181487e-12,1539355.99991,True,2,The relative error between two consecutive iterates is at most 0.000000,4823572682979.228,5.032587959569515,9.192774373692712,2.44319482775485e-10,2.7554814130031075e-11
1.2552294553707492e-12,1.3231295973994585e-10,1.5536872953804128e-12,1523502.67092,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4862148570340.407,4.955828980889243,10.075381902210761,2.8033851015501216e-10,2.6103610010790353e-11
1.2662492032994067e-12,1.2044700645003167e-10,1.4126254736320475e-12,1523284.04161,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4779375010488.055,5.4896920333658565,7.331660197847925,2.7074426815272954e-10,2.6297959615630134e-11
1.8763065642345377e-12,8.658641239153642e-11,1.5325092048465207e-12,1535474.52629,True,2,The relative error between two consecutive iterates is at most 0.000000,4589791092424.978,3.9057655192770895,12.434121502603855,2.207554915546949e-10,3.319304714842031e-11
1.8601826225603537e-12,1.1824492804456872e-10,1.8650466095743115e-12,1552168.09897,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4533162997080.842,2.954501643285457,11.384544712709358,2.441030448666314e-10,3.394396388763391e-11
2.4324977001661004e-12,1.2605241733047733e-10,1.0597658841690207e-12,1593156.59042,True,2,The relative error between two consecutive iterates is at most 0.000000,4449915406388.034,5.5244711918700276,11.690409021446788,2.2497373268531886e-10,3.9594718833667355e-11
1.529805771810449e-12,9.340289955815319e-11,1.2157400153741306e-12,1538299.37486,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4882731595187.154,4.979011988488692,6.58264677795253,2.24223329062285e-10,2.809519712826459e-11
2.0352464716254285e-12,9.401660641287666e-11,1.7367200998936158e-12,1561087.72421,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4242119319512.0547,3.637058822870583,12.202804888453407,2.3541680486677076e-10,3.745186133168091e-11
1.8087569775572506e-12,1.3137599494575175e-10,1.4839217169694214e-12,1546876.23487,True,2,The relative error between two consecutive iterates is at most 0.000000,4496889807026.346,4.778897010689907,9.437130010476023,2.536237280441194e-10,3.398332321925707e-11
1.492992138815398e-12,9.610947662902342e-11,1.3565239572627482e-12,1524255.9944,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000,4625838348856.728,5.255007310411842,11.97496619568715,2.4102237105340445e-10,2.9375748164863204e-11
2.1380463121044385e-12,1.1401415173846556e-10,1.0596704440206762e-12,1951791.14878,True,2,The relative error between two consecutive iterates is at most 0.000000,3086253385004.86,4.774419967496078,13.725797192794625,2.831854526725601e-10,5.2503758969317465e-11
1.7853853705750291e-12,1.1487213313388824e-10,1.572711092063059e-12,1540363.04057,True,2,The relative error between two consecutive iterates is at most 0.000000,4618638931942.141,3.9046877762083674,9.773639592435723,2.394335603825185e-10,3.274213341702713e-11
2.2112881588158843e-12,1.288905197973362e-10,1.5054082703791114e-12,1574576.74157,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4426037661362.978,4.442997022965301,10.237044668964211,2.3967830995925005e-10,3.810560433433825e-11
2.3296249569246463e-12,1.2351346619376638e-10,1.4778331016015204e-12,1579814.56704,True,2,The relative error between two consecutive iterates is at most 0.000000,4492642467173.568,3.947326742988901,11.979783822143672,2.2905150357552846e-10,3.84995866310696e-11
1.9799011691787968e-12,1.1978646702767854e-10,1.2148612122617948e-12,2037846.60478,True,2,The relative error between two consecutive iterates is at most 0.000000,2972130859811.315,4.041648473534815,14.394828885867998,2.978596924278977e-10,5.2645360874673204e-11
1.751852383832253e-12,8.674142506973932e-11,1.6363960641745346e-12,1531504.10428,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4582019662431.912,3.5788416074250784,12.609160827262677,2.257898811135228e-10,3.205756912591121e-11
2.102490831173082e-12,1.210839577915867e-10,1.379663738236749e-12,1560741.50921,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4500020365937.684,4.605336029085452,8.571434965823189,2.340438213033485e-10,3.627082052395334e-11
2.013427851770093e-12,1.1554147222347266e-10,1.223972459637962e-12,1555571.78789,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4641349389767.757,4.984035475904292,10.069256918172393,2.274039760029803e-10,3.44436190964565e-11
1.9341018920985053e-12,1.2812896393587685e-10,1.4264277621326225e-12,1551539.15231,True,2,The relative error between two consecutive iterates is at most 0.000000,4594931323503.727,4.7528754666251,11.330695506470345,2.42640136400611e-10,3.4359949654391405e-11
1.5164047064171716e-12,1.0649666338878002e-10,1.8833948769828053e-12,1538257.52447,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000,4443836711654.491,3.696872290514098,10.974312374500187,2.583692089987473e-10,3.068380792924657e-11
