X0,k_HO2_wall,k_OH_wall,S_HO2,S_OH,cost,success,ier,mesg
5011719398317.485,4.02805773910869,10.472034308270265,2.2237605915990556e-10,3.1701470968072373e-11,1305357.29874,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4301651425711.4814,5.159315980467959,9.164489660514446,2.494245162533919e-10,3.633511865935138e-11,1665597.24646,True,2,The relative error between two consecutive iterates is at most 0.000000
4698848526687.842,4.474229443173723,10.898993586687375,2.3281566997386378e-10,3.371079817482204e-11,1534844.25246,True,2,The relative error between two consecutive iterates is at most 0.000000
4311831005239.4604,4.7970070736973085,10.000389300572381,2.4764320432544134e-10,3.1248499019909845e-11,1471975.32388,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4956230690230.853,4.136558528680662,11.470649585581166,2.2546554791989486e-10,3.2309807136242225e-11,1404992.43884,True,2,The relative error between two consecutive iterates is at most 0.000000
4545685734186.75,4.625992783620075,9.509610767455074,2.3934786226416124e-10,3.121102123143641e-11,1401938.69706,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4822262695494.412,4.2003144439235225,10.215312441692483,2.2927975554915366e-10,2.6878288427081766e-11,1535160.63736,True,2,The relative error between two consecutive iterates is at most 0.000000
4875295651400.493,4.3769534755125505,10.860978811254814,2.2874984682486692e-10,3.011277913857344e-11,1492943.32126,True,2,The relative error between two consecutive iterates is at most 0.000000
5246075488112.798,3.99847089798024,10.473594940698657,2.1879759970403637e-10,2.9031557360149866e-11,1482137.70288,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4445306576233.173,4.551945136815753,10.90488080903921,2.419468399196748e-10,3.3882956995880645e-11,1728099.52745,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4408720451629.364,4.60181762296304,10.337956191586072,2.429917786536602e-10,3.504520811013851e-11,1454400.97727,True,2,The relative error between two consecutive iterates is at most 0.000000
4603971431582.6875,4.355666123646571,9.502695581388016,2.356378389674103e-10,3.179586015212877e-11,1571522.94545,True,2,The relative error between two consecutive iterates is at most 0.000000
4769716806482.513,4.444168229359514,10.635600082864524,2.3125823532339565e-10,2.9493769429831814e-11,1420640.14643,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4617161137960.002,4.740652846473149,10.14868338569984,2.372922782051058e-10,2.961888374199781e-11,1543333.76298,True,2,The relative error between two consecutive iterates is at most 0.000000
4416295854934.736,4.482885816917573,10.942689353547735,2.430890355624219e-10,3.619180198468926e-11,1525038.0911,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4394640204170.172,4.7817858093879,11.13210800122122,2.4545453208960234e-10,3.154869641672641e-11,1525158.48052,True,2,The relative error between two consecutive iterates is at most 0.000000
4489516146708.1045,4.519383630797358,10.707711085096156,2.401851916288885e-10,3.612033956005276e-11,1570798.41346,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4377797494026.464,4.499326238985834,10.782233843543002,2.4366632534309623e-10,3.1528256701078913e-11,1632794.25966,True,2,The relative error between two consecutive iterates is at most 0.000000
4478653788700.796,4.966317146105852,9.858244199819113,2.435354261087119e-10,3.778380737721043e-11,1648847.42647,True,2,The relative error between two consecutive iterates is at most 0.000000
4455072039213.225,4.756960033604119,9.16852944501778,2.4435529744176794e-10,3.796754229788223e-11,1689071.477,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4399697226315.935,4.682662104302462,9.321699035151388,2.440058036163569e-10,3.3464055191709e-11,1600149.17718,True,2,The relative error between two consecutive iterates is at most 0.000000
4743334435578.748,4.569454396303724,11.014949574823747,2.333200304876848e-10,3.046360852894345e-11,1556768.80987,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
5003815783596.139,4.430699237849127,10.809391048871118,2.262669632504265e-10,3.172165636595259e-11,1629452.72026,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4586214862098.206,4.372965723274236,11.273178862413724,2.3641988604835186e-10,3.3860497320442657e-11,1656094.73575,True,2,The relative error between two consecutive iterates is at most 0.000000
4693666372572.974,4.287078517945364,10.355350373058576,2.3266764076558212e-10,3.306061482667715e-11,1676181.45288,True,2,The relative error between two consecutive iterates is at most 0.000000
4882059358782.466,4.239417908440681,9.335032947655176,2.267606883527719e-10,3.113737006818302e-11,1604188.65916,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4362007055473.0864,4.545264233771935,10.248853255263823,2.442572274005601e-10,3.662604010921764e-11,1751427.59125,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4583908981830.634,4.808547313953504,11.090315159689206,2.380493995437907e-10,3.126158937130954e-11,1417862.1059,True,2,The relative error between two consecutive iterates is at most 0.000000
4067944578966.684,5.179894920334212,11.469723092767373,2.5721936710383145e-10,3.432801385740425e-11,1646049.41316,True,2,The relative error between two consecutive iterates is at most 0.000000
4261965037530.5425,4.5694681111274145,9.917034879267293,2.4816990848067657e-10,3.294211392196462e-11,1703247.74268,True,2,The relative error between two consecutive iterates is at most 0.000000
4807619128247.272,4.4764382487883765,10.03256106675598,2.3162146797865087e-10,3.2301653542182414e-11,1677932.77419,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4600598161983.224,4.370292843149809,11.181637789223677,2.362481309744405e-10,2.7397594012478214e-11,1540164.96765,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4344940531759.928,4.525910937460564,10.363403773615374,2.456089105905718e-10,3.659541329599415e-11,1527635.51193,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4836321374714.244,3.943956543348606,10.619821979606284,2.2816428015449038e-10,3.1614531929287684e-11,1456344.97467,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4729940278683.414,4.787776484392026,9.828581354972885,2.3545483041242575e-10,3.424016418423863e-11,1623138.14946,True,2,The relative error between two consecutive iterates is at most 0.000000
4284071899802.695,4.449464665873805,11.97127564665859,2.4688738096400484e-10,3.346180448678103e-11,1451480.74163,True,2,The relative error between two consecutive iterates is at most 0.000000
4566513120636.399,4.596649395477281,10.48106137713765,2.3801317603319606e-10,3.725496700974325e-11,1517639.82609,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4290291165919.9575,4.646402295021441,9.920463493834353,2.4767735668653077e-10,3.7858252784046366e-11,1695570.62693,True,2,The relative error between two consecutive iterates is at most 0.000000
4304941437994.144,4.51822626358711,10.198344141826288,2.468354629450269e-10,3.526010524223074e-11,1419212.80544,True,2,The relative error between two consecutive iterates is at most 0.000000
4702724423942.302,4.484504717558227,9.358880499393987,2.3370122083461726e-10,3.045898155492121e-11,1590672.74154,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4706239596260.529,4.658653984751837,10.743909100779087,2.341170410067532e-10,2.980528522080887e-11,1465706.80284,True,2,The relative error between two consecutive iterates is at most 0.000000
4720729495013.725,4.118857332520384,10.939875142805684,2.3236532493031332e-10,3.471822788158239e-11,1537236.91982,True,2,The relative error between two consecutive iterates is at most 0.000000
4599175442452.433,4.540196168005415,9.493452581108434,2.36727024900401e-10,3.397521346344891e-11,1483919.85992,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4818200972570.283,4.422492829950139,9.139730283283695,2.3003950148914434e-10,3.372574631442532e-11,1387871.89172,True,2,The relative error between two consecutive iterates is at most 0.000000
4445572422377.821,4.264513578708572,10.480161443119192,2.409739168276669e-10,2.6013532384360318e-11,1334219.00423,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4786255742610.893,4.429988403946372,8.91713497281578,2.3130340356413384e-10,3.291730526771803e-11,1552739.35299,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4801303725807.033,4.574264101820247,9.71123985670229,2.3125015366040082e-10,3.4566613639389636e-11,1501516.40746,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4205967009861.8447,4.467099749861765,10.824153135629897,2.506625573000862e-10,3.378856306631606e-11,1433580.34288,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4948713715005.878,3.8845569999328187,10.795131899773546,2.245803777917336e-10,2.8629059871946023e-11,1541792.72702,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4327282276000.7607,4.258797943666577,10.948703476982521,2.4432400667114415e-10,3.3899814900294205e-11,1661674.18426,True,2,The relative error between two consecutive iterates is at most 0.000000
4799474438082.432,4.162883770829823,10.180246314760412,2.2882247840740218e-10,3.4245548699224683e-11,1323815.88136,True,2,The relative error between two consecutive iterates is at most 0.000000
4284963598442.3413,4.229320201956394,10.162190737567899,2.444163597453617e-10,3.53227087463337e-11,1380268.3592,True,2,The relative error between two consecutive iterates is at most 0.000000
4858787841567.992,4.495653667001383,10.416143214567995,2.295007800656434e-10,3.189121284169347e-11,1437090.22693,True,2,The relative error between two consecutive iterates is at most 0.000000
4511265963939.002,5.018611648203422,9.760385687027972,2.4228895345407165e-10,3.491470342537253e-11,1549742.77133,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4347132479936.705,4.296434513428155,11.385766576680647,2.4360647258383233e-10,3.714362337414158e-11,1471174.75259,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4531649228374.221,4.728982660658737,10.6843251123206,2.3958892506335885e-10,3.548599005436663e-11,1404211.04979,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4427949192119.597,4.27990497113001,11.49855078426009,2.4064925825785346e-10,3.3654503364429453e-11,1529305.64314,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4720167953602.71,4.458117133990402,10.506528028386414,2.3287306420865285e-10,3.6404718398599546e-11,1408337.06392,True,2,The relative error between two consecutive iterates is at most 0.000000
4676075692613.11,4.500463021921078,9.989988813600505,2.342254244160593e-10,2.950877320553203e-11,1556000.93774,True,2,The relative error between two consecutive iterates is at most 0.000000
4640423006793.492,4.3524987403781745,11.602016159517188,2.352843315850521e-10,2.7532605082254988e-11,1361770.34308,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4683733101154.293,4.400844196190752,10.988821784795803,2.3411382440356825e-10,3.177196937956592e-11,1500990.77637,True,2,The relative error between two consecutive iterates is at most 0.000000
4663733594189.733,3.7979229341812846,10.52724018818795,2.3162231885475817e-10,3.041223021464769e-11,1608072.46974,True,2,The relative error between two consecutive iterates is at most 0.000000
4373185171716.7485,4.379254171897644,9.151727887630281,2.436074416374377e-10,3.9307030768179515e-11,1487013.15486,True,2,The relative error between two consecutive iterates is at most 0.000000
4631254715425.885,4.337145110912758,10.677439362570356,2.359074920727411e-10,2.640038378305927e-11,1671949.57382,True,2,The relative error between two consecutive iterates is at most 0.000000
4867615559224.968,4.4573876749863155,9.73028422191705,2.3007900270125627e-10,3.140002055360719e-11,1424649.42611,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
5099088998235.937,3.791527519780991,10.080989381973861,2.2002299240290101e-10,3.000004406631588e-11,1784775.46854,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4406734341550.783,4.864243776692419,8.93372194848227,2.454018916322833e-10,3.5283651594093156e-11,1270068.20152,True,2,The relative error between two consecutive iterates is at most 0.000000
4704372449826.13,4.592888464713224,9.599387012087341,2.3541289423951846e-10,3.577660363563994e-11,1499809.71201,True,2,The relative error between two consecutive iterates is at most 0.000000
4557803515914.876,4.4150755856245185,9.61215652023754,2.375356326570258e-10,3.459404347664409e-11,1439689.30731,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4420565721282.921,4.472482479422906,9.523866496286693,2.4102743193617253e-10,3.340924316257137e-11,1543942.62633,True,2,The relative error between two consecutive iterates is at most 0.000000
4927113220867.589,4.304578142112202,9.052015129913784,2.272536986812103e-10,2.777601471761341e-11,1528104.40613,True,2,The relative error between two consecutive iterates is at most 0.000000
4497727637401.68,4.41526337873293,10.454293498441709,2.401759994564418e-10,3.2268744132594384e-11,1518075.53513,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4462012323699.067,4.491668433297052,9.683717870789671,2.402613113097053e-10,3.7007574524536706e-11,1505350.38059,True,2,The relative error between two consecutive iterates is at most 0.000000
4360485928303.6064,4.4466694456620965,10.313562060148445,2.4391016004158e-10,3.699060721238823e-11,1564139.26027,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4395732467156.961,5.110557664948667,10.29548703928051,2.4649002593671416e-10,3.3446783119093893e-11,1508919.18294,True,2,The relative error between two consecutive iterates is at most 0.000000
4712907264083.5625,4.517055469174386,10.182966581864132,2.3281712801495364e-10,3.15840640137902e-11,1508237.4102,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4624793315564.034,4.213776076558188,9.264661186046881,2.3447436644031586e-10,3.1910404021829254e-11,1659489.73284,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4778085918645.663,4.211888932138851,10.52951311319856,2.303660898180611e-10,2.8117978891571183e-11,1468497.535,True,2,The relative error between two consecutive iterates is at most 0.000000
4226895264218.11,4.300671668551409,11.870968640840864,2.495515222852026e-10,3.2439969828312313e-11,1546169.92195,True,2,The relative error between two consecutive iterates is at most 0.000000
4645325374535.214,4.586126705065872,10.797650198171642,2.3661396899258436e-10,3.5964601699363376e-11,1487331.95061,True,2,The relative error between two consecutive iterates is at most 0.000000
5145951381348.023,3.7615043278656257,9.122176234175647,2.183663324651615e-10,3.208699190725486e-11,1314124.68581,True,2,The relative error between two consecutive iterates is at most 0.000000
4991249128643.772,4.36365075342087,9.064190817801354,2.2584035707653771e-10,2.8912489553654685e-11,1656840.28919,True,2,The relative error between two consecutive iterates is at most 0.000000
4482356055346.064,4.667303572111897,10.076753933005099,2.4239360467855974e-10,3.68737382226848e-11,1370349.63088,True,2,The relative error between two consecutive iterates is at most 0.000000
4405660902962.301,4.8585195420669365,10.381111222926329,2.447490812772592e-10,3.7492256003136205e-11,1550637.68907,True,2,The relative error between two consecutive iterates is at most 0.000000
4866867739621.254,4.626906455827516,10.752886356728455,2.3035659320981554e-10,3.251995799005497e-11,1669628.4857,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4859777347663.505,3.9014720622099732,9.927045333762715,2.2848281431069936e-10,3.509074934486458e-11,1428386.85686,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4507950114061.874,4.65583547284594,11.080456709790257,2.4058541714140506e-10,3.434421791710221e-11,1703769.62919,True,2,The relative error between two consecutive iterates is at most 0.000000
4840985791530.759,4.298200196640565,10.893565525149459,2.3001516355011215e-10,3.0222143173610104e-11,1565021.39354,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4653370740891.971,4.627132747680057,9.476089440585843,2.352617447478158e-10,3.206071419495945e-11,1459550.05427,True,2,The relative error between two consecutive iterates is at most 0.000000
4631343149544.209,4.479050610604601,11.655790405014063,2.3673435803389514e-10,3.397546827481798e-11,1621232.31745,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4580309519361.997,4.564409298478095,11.60261692289297,2.3796681508807244e-10,3.0138833518060365e-11,1574015.0742,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4326240375423.9966,4.280340246005806,10.195411083937241,2.44533863915447e-10,3.767712008393427e-11,1539904.57545,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4609569986392.745,4.371900915374649,10.29817175164052,2.3574549949780025e-10,3.3711694456956466e-11,1696631.85093,True,2,The relative error between two consecutive iterates is at most 0.000000
4681503116804.264,4.094993283012544,12.062168157083242,2.3263326940079912e-10,3.068662183607787e-11,1470628.38969,True,2,The relative error between two consecutive iterates is at most 0.000000
4436791554071.434,4.276151539725248,11.003954198164662,2.41141173631188e-10,3.53305370803264e-11,1555107.02293,True,2,The relative error between two consecutive iterates is at most 0.000000
4896885096471.231,4.200927759749131,10.474292269254189,2.294030156848189e-10,2.961495841280749e-11,1652460.61481,True,2,The relative error between two consecutive iterates is at most 0.000000
4713593574378.777,4.21402844308817,10.433935592147998,2.3211226819925197e-10,3.1972470393561935e-11,1617217.28291,True,2,The relative error between two consecutive iterates is at most 0.000000
4268543348352.1885,4.4405328291419774,10.526466370950038,2.4612446940828284e-10,3.797910406828141e-11,1576865.90306,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4667708608889.872,4.359092356146022,11.44796632695217,2.3477459947455495e-10,3.223254513981069e-11,1669445.34446,True,2,The relative error between two consecutive iterates is at most 0.000000
4484191397990.923,4.384794472734389,9.721071810910734,2.395882193807714e-10,3.670940670189071e-11,1530484.62171,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4562251332335.92,4.483402451725197,10.256178581879244,2.370961363398665e-10,3.3067851122468176e-11,1555575.35373,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4555610206880.684,4.172699564846034,11.757637587551937,2.375217948008684e-10,3.301831948184076e-11,1530069.21063,True,2,The relative error between two consecutive iterates is at most 0.000000
4478033862830.942,4.9518911741755405,9.619648097236341,2.436685604353659e-10,3.1866839630662526e-11,1805103.18473,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4357766857217.706,4.369515478997475,11.146783599349666,2.443141479026679e-10,3.3877720856380585e-11,1648333.18349,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4376998354851.762,4.755385262383482,9.026493164513104,2.444069853441941e-10,3.409335370396361e-11,1379639.9846,True,2,The relative error between two consecutive iterates is at most 0.000000
4276102171369.265,4.592198060451054,10.233651209140008,2.486269504059281e-10,3.783442768464673e-11,1529461.22591,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4430949017432.504,4.646151076975743,11.15299219683299,2.420810325192739e-10,3.424814340979703e-11,1670268.83608,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4305977701164.3813,4.528895822052774,9.196009316593944,2.46111010679374e-10,3.668300137793285e-11,1464551.93507,True,2,The relative error between two consecutive iterates is at most 0.000000
4773740703954.115,4.67543160618456,9.299263996482898,2.3310477470992567e-10,3.199782313551119e-11,1507081.99899,True,2,The relative error between two consecutive iterates is at most 0.000000
4789082420097.757,4.001982893715647,10.891908443164127,2.28701683136661e-10,3.465164400366579e-11,1514299.57605,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4527238007286.77,4.3413105170895525,11.288687968169585,2.3804578833381685e-10,3.991659269052248e-11,1921218.44208,True,2,The relative error between two consecutive iterates is at most 0.000000
5204813384891.618,4.144125707759471,8.606589282962311,2.1921614507121716e-10,3.013251257680259e-11,1564026.56903,True,2,The relative error between two consecutive iterates is at most 0.000000
4410860768688.138,4.381980246770166,10.54546304547017,2.42552278233281e-10,3.433595369034173e-11,1518260.44557,True,2,The relative error between two consecutive iterates is at most 0.000000
4403181576172.991,4.49679330191085,11.100737251887763,2.4308789196706853e-10,3.480702199102605e-11,1500334.49542,True,2,The relative error between two consecutive iterates is at most 0.000000
4578874799720.422,4.1694084309856105,11.432349025239553,2.3601179018716596e-10,3.261471901263472e-11,1592145.87514,True,2,The relative error between two consecutive iterates is at most 0.000000
4399921949122.639,4.438835295854475,9.681317199819462,2.438684152779728e-10,3.3551243858110586e-11,1631578.96704,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4658522470293.62,4.385967442495317,11.030324427280048,2.351719812962627e-10,2.839001381689012e-11,1530730.70464,True,2,The relative error between two consecutive iterates is at most 0.000000
4519037635296.527,4.401761192106547,10.410494873935797,2.3944173728252816e-10,3.018866357969421e-11,1668808.63846,True,2,The relative error between two consecutive iterates is at most 0.000000
4850247261695.393,4.060875724770143,9.665819517200546,2.2723344732231683e-10,3.0404297967622825e-11,1511710.94159,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4850778954144.12,4.17803926820606,9.944110063583633,2.2878495049777065e-10,3.198311934248439e-11,1658625.71703,True,2,The relative error between two consecutive iterates is at most 0.000000
4904258180680.74,4.551171710794803,10.514912410722706,2.2854595799875533e-10,2.955755402694314e-11,1621950.2644,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4793512339317.325,4.2707484652615815,10.884939774169377,2.2994378921629278e-10,2.955723253483341e-11,1401048.41327,True,2,The relative error between two consecutive iterates is at most 0.000000
4721037202541.09,4.389127591554907,11.009758704016255,2.3356827052871105e-10,3.441801240975432e-11,1560706.75133,True,2,The relative error between two consecutive iterates is at most 0.000000
4712167480528.893,4.577137873488409,11.09229771294194,2.346988803980114e-10,3.1199716584752784e-11,1676658.56005,True,2,The relative error between two consecutive iterates is at most 0.000000
4513322355357.094,4.3587430141937356,10.674300047767332,2.3826311182355845e-10,3.2444285245605626e-11,1379984.9883,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4761132372195.405,4.4643862376546055,10.170181958078443,2.3261892883239236e-10,3.201396509329968e-11,1828023.05003,True,2,The relative error between two consecutive iterates is at most 0.000000
4281439278542.111,3.982453939360407,12.018216712130819,2.4567264956141344e-10,3.3593654181980904e-11,1589448.69026,True,2,The relative error between two consecutive iterates is at most 0.000000
4486237719001.612,4.9914259379804875,9.629342283150743,2.4359798960338996e-10,3.4826916626586795e-11,1728322.40019,True,2,The relative error between two consecutive iterates is at most 0.000000
4683896482528.145,4.386521033976013,10.058731350821953,2.3437772646161906e-10,3.085928340706816e-11,1350784.83507,True,2,The relative error between two consecutive iterates is at most 0.000000
4634368062654.333,4.644249457463357,11.407684446079601,2.3720285902496275e-10,3.813527243535081e-11,1600566.54611,True,2,The relative error between two consecutive iterates is at most 0.000000
4671301485919.006,4.193737516474144,10.51774246490003,2.3254736853026462e-10,3.114457758295146e-11,1630542.61301,True,2,The relative error between two consecutive iterates is at most 0.000000
4347411990110.943,4.547490695479219,9.318381675034786,2.4552763230477145e-10,3.370975818850622e-11,1491824.85858,True,2,The relative error between two consecutive iterates is at most 0.000000
4596557894749.474,4.29351181895957,9.447218655875858,2.348246046306718e-10,3.3412176903714885e-11,1266284.77386,True,2,The relative error between two consecutive iterates is at most 0.000000
4444767771984.362,4.483606815788637,11.1214720140506,2.4167017405831516e-10,3.052609006782952e-11,1685284.99131,True,2,The relative error between two consecutive iterates is at most 0.000000
4975119628974.514,4.447911564659248,10.417025156849355,2.2768307485520338e-10,3.0049952413412204e-11,1723453.76345,True,2,The relative error between two consecutive iterates is at most 0.000000
4443209690483.6,4.752836466135655,10.808212283934328,2.4272817553808506e-10,3.432579573816796e-11,1739958.86766,True,2,The relative error between two consecutive iterates is at most 0.000000
4678721196791.659,4.3605342692176485,11.599407489045294,2.3449458908281465e-10,3.5948489032886306e-11,1467552.35266,True,1,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000
4689285925791.919,4.613735080642367,9.615829955233663,2.3486787666621165e-10,3.33929443180962e-11,1753109.1822,True,2,The relative error between two consecutive iterates is at most 0.000000
4497752891946.873,4.453216080650521,10.43333249274567,2.398013737395509e-10,3.230177782314256e-11,1758305.8223,True,2,The relative error between two consecutive iterates is at most 0.000000
4642199183945.589,3.901443438817717,9.776575078769397,2.317415283616807e-10,3.0541789889495034e-11,1602910.45962,True,2,The relative error between two consecutive iterates is at most 0.000000
4730624078997.307,4.489112590824229,11.194358247525008,2.330707333976064e-10,3.102115118256077e-11,1591918.71445,True,2,The relative error between two consecutive iterates is at most 0.000000
4361151898947.717,4.459775156955712,10.569139836227826,2.4273011483924137e-10,3.687664423381108e-11,1540647.2034,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4391598202368.1895,4.537540473487098,11.021824151629847,2.4292477732517316e-10,3.326774214515183e-11,1485670.33553,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4256774280103.3164,4.092920572993114,12.819090642182594,2.454824625995967e-10,3.725759352941786e-11,1559598.16345,True,2,The relative error between two consecutive iterates is at most 0.000000
4866690633886.933,4.135295707906904,10.292636437394112,2.29094701564797e-10,3.2610459343003893e-11,1494954.09705,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4641001054051.53,4.5903585600624774,10.002335987786351,2.3586768640396513e-10,3.5135513386245346e-11,1532855.5507,True,2,The relative error between two consecutive iterates is at most 0.000000
4543487204885.275,4.695636461029182,8.822119157766915,2.3952598918924427e-10,3.628130913475603e-11,1680399.10628,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
4504969223743.576,4.124163520342685,11.092884414695526,2.3645227659410846e-10,3.1409332420883196e-11,1624299.996,True,2,The relative error between two consecutive iterates is at most 0.000000
4638079361922.141,4.368959019892066,10.732139302210744,2.357730275348218e-10,3.3870713184491203e-11,1595420.46028,True,2,The relative error between two consecutive iterates is at most 0.000000
4722414086987.819,4.1743827342013615,11.378393307856706,2.3259103084133614e-10,3.172206574199345e-11,1479133.46923,True,2,The relative error between two consecutive iterates is at most 0.000000
4666255094839.165,4.410023561343857,9.020198311556333,2.337646940550195e-10,3.232911319254878e-11,1351538.0952,True,2,The relative error between two consecutive iterates is at most 0.000000
4943290478831.8125,4.188738582690353,9.222243615496332,2.2697394225251948e-10,3.184459311371466e-11,1645730.41481,True,2,The relative error between two consecutive iterates is at most 0.000000
4636987554407.664,4.4115060811193585,10.404923525770018,2.3516912358288933e-10,3.057403071286831e-11,1890503.02049,True,3,Both actual and predicted relative reductions in the sum of squares  are at most 0.000000 and the relative error between two consecutive iterates is at   most 0.000000
